,Geography,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,city_name,lat,lon,diff_2002,diff_2003,diff_2004,diff_2005,diff_2006,diff_2007,diff_2008,diff_2009,diff_2010,diff_2011,diff_2012,diff_2013,diff_2014,diff_2015,diff_2016,diff_2017,diff_2018,diff_2019,scaled_diff_2002,scaled_diff_2003,scaled_diff_2004,scaled_diff_2005,scaled_diff_2006,scaled_diff_2007,scaled_diff_2008,scaled_diff_2009,scaled_diff_2010,scaled_diff_2011,scaled_diff_2012,scaled_diff_2013,scaled_diff_2014,scaled_diff_2015,scaled_diff_2016,scaled_diff_2017,scaled_diff_2018,scaled_diff_2019,color_spec_2002,color_spec_2003,color_spec_2004,color_spec_2005,color_spec_2006,color_spec_2007,color_spec_2008,color_spec_2009,color_spec_2010,color_spec_2011,color_spec_2012,color_spec_2013,color_spec_2014,color_spec_2015,color_spec_2016,color_spec_2017,color_spec_2018,color_spec_2019
22,"Brantford (CMA), Ontario",128519,129761,131352,132978,134868,135499,136502,136995,137724,138488,139372,139847,140675,141413,142287,143871,145652,147361,149462,151566,"Brantford, Ontario",43.1393867,-80.2644254,1242,1591,1626,1890,631,1003,493,729,764,884,475,828,738,874,1584,1781,1709,2101,0.009936794943595487,0.012729018321465717,0.013009040723257861,0.015121209696775741,0.005048403872309785,0.008024641971357709,0.00394431554524362,0.005832466597327786,0.006112488999119929,0.007072565805264421,0.003800304024321946,0.006624529962396992,0.005904472357788623,0.00699255940475238,0.012673013841107288,0.014249139931194496,0.0136730938475078,0.016809344747579807,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
23,"Guelph (CMA), Ontario",128494,130572,132588,134836,137200,139303,140239,141550,142773,144324,145634,147971,149597,151684,153679,157088,159996,162574,165053,167509,"Guelph, Ontario",43.5448048,-80.24816659999999,2078,2016,2248,2364,2103,936,1311,1223,1551,1310,2337,1626,2087,1995,3409,2908,2578,2479,0.016625330026402114,0.016129290343227458,0.01798543883510681,0.018913513081046485,0.016825346027682216,0.007488599087927034,0.01048883910712857,0.00978478278262261,0.012408992719417554,0.010480838467077366,0.018697495799663972,0.013009040723257861,0.01669733578686295,0.015961276902152172,0.027274181934554765,0.02326586126890151,0.02062565005200416,0.019833586686934954,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
24,"London (CMA), Ontario",453101,458659,462722,467560,471563,475886,478557,481970,483908,486555,489086,491868,494151,497055,500624,509009,520146,532421,542349,551066,"London, Ontario",42.9849233,-81.2452768,5558,4063,4838,4003,4323,2671,3413,1938,2647,2531,2782,2283,2904,3569,8385,11137,12275,9928,0.044467557404592364,0.032506600528042245,0.03870709656772542,0.032026562124969994,0.03458676694135531,0.021369709576766142,0.02730618449475958,0.015505240419233539,0.021177694215537245,0.02024961996959757,0.022257780622449794,0.018265461236898952,0.023233858708696695,0.02855428434274742,0.06708536682934635,0.08910312825026002,0.09820785662853028,0.07943035442835426,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[118, 236, 118]","[118, 236, 118]","[118, 236, 118]","[118, 236, 118]"
25,"Windsor (CMA), Ontario",320950,326732,330416,333413,335398,336314,335457,332569,329634,328520,328295,329971,334502,336369,336222,337194,340999,348304,352962,356880,"Windsor, Ontario",42.3149367,-83.03636329999999,5782,3684,2997,1985,916,-857,-2888,-2935,-1114,-225,1676,4531,1867,-147,972,3805,7305,4658,0.046259700776062083,0.02947435794863589,0.023977918233458677,0.01588127050164013,0.0073285862869029526,-0.006856548523881911,-0.02310584846787743,-0.023481878550284024,-0.008912713017041364,-0.0018001440115209216,0.013409072725818065,0.03625090007200576,0.014937194975598048,-0.001176094087527002,0.0077766221297703815,0.030442435394831588,0.05844467557404592,0.03726698135850868,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[118, 236, 118]","[131, 237, 131]"
26,"Barrie (CMA), Ontario",155328,161575,167800,173647,179259,184452,186501,188167,189558,191021,192639,194450,196369,198231,199869,203254,206729,210098,214391,218188,"Barrie, Ontario",44.38935559999999,-79.6903316,6247,6225,5847,5612,5193,2049,1666,1391,1463,1618,1811,1919,1862,1638,3385,3475,3369,4293,0.04997999839987199,0.0498039843187455,0.04677974237939035,0.04489959196735739,0.041547323785902875,0.016393311464917192,0.013329066325306024,0.011128890311224897,0.011704936394911592,0.012945035602848229,0.014489159132730618,0.015353228258260661,0.014897191775342027,0.01310504840387231,0.027082166573325867,0.027802224177934234,0.026954156332506602,0.03434674773981919,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
27,"Greater Sudbury (CMA), Ontario",164210,163810,164213,164622,165278,166751,167308,168016,168148,167687,167609,168205,168671,168522,168602,169136,169578,171452,171982,172462,"Greater Sudbury, Ontario",46.4917317,-80.99302899999999,-400,403,409,656,1473,557,708,132,-461,-78,596,466,-149,80,534,442,1874,530,-0.0032002560204816384,0.003224257940635251,0.0032722617809424755,0.005248419873589887,0.011784942795423635,0.004456356508520682,0.0056644531562525,0.0010560844867589408,-0.0036882950636050885,-0.0006240499239939195,0.004768381470517642,0.003728298263861109,-0.0011920953676294104,0.0006400512040963277,0.0042723417873429875,0.0035362829026322107,0.014993199455956476,0.004240339227138171,"[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
28,"Thunder Bay (CMA), Ontario",126696,126776,127369,127619,127570,127090,125977,125440,125043,125157,124926,125031,125099,125097,124719,124840,125535,126095,126585,126861,"Thunder Bay, Ontario",48.3808951,-89.2476823,80,593,250,-49,-480,-1113,-537,-397,114,-231,105,68,-2,-378,121,695,560,490,0.0006400512040963277,0.0047443795503640295,0.002000160012801024,-0.0003920313625090007,-0.0038403072245779663,-0.00890471237699016,-0.0042963437074966,-0.003176254100328026,0.000912072965837267,-0.0018481478518281463,0.0008400672053764301,0.0005440435234818785,-1.600128010240819e-05,-0.0030242419393551483,0.0009680774461956956,0.005560444835586847,0.004480358428674294,0.0039203136250900075,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
29,"Winnipeg (CMA), Manitoba",695830,699855,703975,709714,712268,716043,719269,722848,729444,736073,745774,757053,766503,776923,785860,801177,817603,831823,844165,850056,"Winnipeg, Manitoba",49.895136,-97.13837439999999,4025,4120,5739,2554,3775,3226,3579,6596,6629,9701,11279,9450,10420,8937,15317,16426,14220,12342,0.03220257620609649,0.032962637010960874,0.04591567325386031,0.020433634690775263,0.030202416193295462,0.025810064805184416,0.02863429074325946,0.05277222177774222,0.05303624289943196,0.07761420913673094,0.090239219137531,0.07560604848387871,0.08336666933354668,0.07150172013761101,0.12254580366429314,0.1314185134810785,0.11376910152812225,0.09874389951196096,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[118, 236, 118]","[118, 236, 118]","[118, 236, 118]","[118, 236, 118]","[118, 236, 118]","[118, 236, 118]","[118, 236, 118]","[105, 236, 105]","[105, 236, 105]","[105, 236, 105]","[118, 236, 118]"
30,"Regina (CMA), Saskatchewan",198077,197876,198853,199806,199943,201093,203144,206077,210464,214480,218657,225232,231044,235876,239403,245228,251167,256317,260865,263184,"Regina, Saskatchewan",50.4452112,-104.6188943,-201,977,953,137,1150,2051,2933,4387,4016,4177,6575,5812,4832,3527,5825,5939,5150,4548,-0.0016081286502920233,0.007816625330026403,0.007624609968797504,0.0010960876870149611,0.00920073605888471,0.0164093127450196,0.023465877270181616,0.03509880790463237,0.03213057044563565,0.03341867349387951,0.05260420833666693,0.046499719977598206,0.038659092727418194,0.02821825746059685,0.04660372829826386,0.047515801264101126,0.041203296263701096,0.03638691095287623,"[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
31,"Saskatoon (CMA), Saskatchewan",232516,234263,235867,238203,239696,241931,246052,251481,257960,264665,271728,280765,287960,294216,299349,307367,315702,323148,330429,336614,"Saskatoon, Saskatchewan",52.157902,-106.6701577,1747,1604,2336,1493,2235,4121,5429,6479,6705,7063,9037,7195,6256,5133,8018,8335,7446,7281,0.013977118169453556,0.01283302664213137,0.018689495159612768,0.011944955596447716,0.017881430514441157,0.03297063765101208,0.043435474837987036,0.05183614689175134,0.053644291543323466,0.05650852068165453,0.07230178414273142,0.057564605168413475,0.05005200416033283,0.04106728538283062,0.06414913193055445,0.06668533482678614,0.0595727658212657,0.058252660212817026,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[118, 236, 118]","[118, 236, 118]","[118, 236, 118]","[118, 236, 118]","[131, 237, 131]","[131, 237, 131]","[118, 236, 118]","[118, 236, 118]","[118, 236, 118]","[118, 236, 118]"
32,"Lethbridge (CMA), Alberta",89689,91403,92924,94394,96150,98666,101924,104329,106433,108493,109774,111288,113439,116088,118428,120987,122403,124687,126917,128851,"Lethbridge, Alberta",49.6955856,-112.8451364,1714,1521,1470,1756,2516,3258,2405,2104,2060,1281,1514,2151,2649,2340,2559,1416,2284,2230,0.013713097047763821,0.01216897351788143,0.011760940875270022,0.014049123929914394,0.020129610368829508,0.026066085286822947,0.019241539323145852,0.01683334666773342,0.016481318505480437,0.010248819905592448,0.012112969037523002,0.01720937675014001,0.021193695495639653,0.018721497719817584,0.020473637891031283,0.011328906312505,0.018273461876950156,0.017841427314185136,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
33,"Calgary (CMA), Alberta",977775,1007032,1028587,1051686,1085764,1124723,1155560,1187476,1220700,1240521,1263935,1300292,1344686,1386828,1414010,1438160,1458336,1483528,1514029,1543283,"Calgary, Alberta",51.04473309999999,-114.0718831,29257,21555,23099,34078,38959,30837,31916,33224,19821,23414,36357,44394,42142,27182,24150,20176,25192,30501,0.23407472597807824,0.1724537963037043,0.18480678454276342,0.2726458116649332,0.3116969357548604,0.24671573725898072,0.25534842787422996,0.2658132650612049,0.15858068645491638,0.1873269861588927,0.2908792703416273,0.3551804144331547,0.33716297303784304,0.21747339787182976,0.19321545723657893,0.16142091367309386,0.2015521241699336,0.24402752220177615,"[79, 235, 79]","[92, 235, 92]","[92, 235, 92]","[65, 236, 65]","[65, 236, 65]","[79, 235, 79]","[79, 235, 79]","[65, 236, 65]","[92, 235, 92]","[92, 235, 92]","[65, 236, 65]","[52, 236, 52]","[52, 236, 52]","[79, 235, 79]","[92, 235, 92]","[92, 235, 92]","[92, 235, 92]","[79, 235, 79]"
34,"Edmonton (CMA), Alberta",962390,984764,1001160,1017462,1042421,1074031,1104317,1131781,1163333,1183929,1205342,1234307,1271773,1312214,1338092,1364394,1390149,1415351,1442805,1468926,"Edmonton, Alberta",53.5461245,-113.4938229,22374,16396,16302,24959,31610,30286,27464,31552,20596,21413,28965,37466,40441,25878,26302,25755,25202,27454,0.17900632050564044,0.13117849427954237,0.13042643411472918,0.19968797503800303,0.2529002320185615,0.24230738459076726,0.2197295783662693,0.25243619489559166,0.16478118249459958,0.17131770541643332,0.23173853908312664,0.29975198015841265,0.32355388431074483,0.2070405632450596,0.21043283462677015,0.2060564845187615,0.20163213057044563,0.21964957196575727,"[92, 235, 92]","[105, 236, 105]","[105, 236, 105]","[92, 235, 92]","[79, 235, 79]","[79, 235, 79]","[79, 235, 79]","[79, 235, 79]","[92, 235, 92]","[92, 235, 92]","[79, 235, 79]","[65, 236, 65]","[52, 236, 52]","[92, 235, 92]","[92, 235, 92]","[92, 235, 92]","[92, 235, 92]","[79, 235, 79]"
35,"Kelowna (CMA), British Columbia",154210,156041,158495,161221,163765,167123,170995,175162,178330,181435,183619,186137,189130,193259,198305,203999,208476,213831,218454,222748,"Kelowna, British Columbia",49.8879519,-119.4960106,1831,2454,2726,2544,3358,3872,4167,3168,3105,2184,2518,2993,4129,5046,5694,4477,5355,4623,0.014649171933754701,0.019633570685654852,0.021809744779582366,0.020353628290263222,0.026866149291943354,0.03097847827826226,0.03333866709336747,0.025346027682214577,0.02484198735898872,0.017473397871829745,0.020145611648931916,0.02394591567325386,0.033034642771421714,0.04037122969837587,0.045555644451556125,0.03581886550924074,0.042843427474197934,0.03698695895671654,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
36,"Abbotsford - Mission (CMA), British Columbia",153905,155184,156739,159256,161332,164477,166354,168561,170762,172753,174304,176526,178496,180615,183864,189040,193390,198060,202432,204265,"Abbotsford - Mission, British Columbia",49.1329272,-122.3261603,1279,1555,2517,2076,3145,1877,2207,2201,1991,1551,2222,1970,2119,3249,5176,4350,4670,4372,0.01023281862549004,0.01244099527962237,0.020137611008880712,0.016609328746299706,0.025162012961036883,0.015017201376110088,0.01765741259300744,0.017609408752700215,0.015929274341947356,0.012408992719417554,0.017777422193775504,0.01576126090087207,0.01695335626850148,0.02599407952636211,0.0414113129050324,0.03480278422273782,0.03736298903912313,0.03497879830386431,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
37,"Vancouver (CMA), British Columbia",2074568,2098557,2116185,2134020,2159646,2188743,2216948,2253672,2301469,2344847,2374642,2418938,2459426,2507414,2544484,2582202,2616908,2658590,2706793,2737698,"Vancouver, British Columbia",49.2827291,-123.1207375,23989,17628,17835,25626,29097,28205,36724,47797,43378,29795,44296,40488,47988,37070,37718,34706,41682,48203,0.19192735418833506,0.1410352828226258,0.14269141531322505,0.20502440195215618,0.2327946235698856,0.22565805264421154,0.2938155052404192,0.38240659252740217,0.3470517641411313,0.23837907032562605,0.35439635170813666,0.32392991439315144,0.38393471477718216,0.2965837266981359,0.3017681414513161,0.2776702136170894,0.33348267861428915,0.3856548523881911,"[92, 235, 92]","[105, 236, 105]","[105, 236, 105]","[92, 235, 92]","[79, 235, 79]","[79, 235, 79]","[65, 236, 65]","[38, 236, 38]","[52, 236, 52]","[79, 235, 79]","[52, 236, 52]","[52, 236, 52]","[38, 236, 38]","[65, 236, 65]","[65, 236, 65]","[65, 236, 65]","[52, 236, 52]","[38, 236, 38]"
38,"Victoria (CMA), British Columbia",325732,327861,330032,332132,335240,339693,342052,344394,348064,351150,352050,358426,364837,370234,376036,384632,390666,396840,403455,408883,"Victoria, British Columbia",48.4284207,-123.3656444,2129,2171,2100,3108,4453,2359,2342,3670,3086,900,6376,6411,5397,5802,8596,6034,6174,6615,0.01703336266901352,0.017369389551164093,0.016801344107528603,0.024865989279142332,0.03562685014801184,0.01887350988079046,0.018737498999919992,0.029362348987919035,0.024689975198015843,0.0072005760460836865,0.051012080966477316,0.05129210336826946,0.043179454356348505,0.046419713577086165,0.06877350188015041,0.04827586206896552,0.049395951676134094,0.0529242339387151,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[118, 236, 118]","[131, 237, 131]","[131, 237, 131]","[118, 236, 118]"
40,"Bay Roberts (CA), Newfoundland and Labrador",10692,10681,10685,10727,10696,10622,10605,10694,10833,10989,11069,11070,11087,11154,11227,11284,11337,11271,11209,11182,"Bay Roberts, Newfoundland and Labrador",47.5820518,-53.27985229999999,-11,4,42,-31,-74,-17,89,139,156,80,1,17,67,73,57,53,-66,-62,-8.800704056324506e-05,3.200256020481638e-05,0.00033602688215057206,-0.000248019841587327,-0.0005920473637891032,-0.00013601088087046963,0.0007120569645571646,0.0011120889671173695,0.001248099847987839,0.0006400512040963277,8.000640051204096e-06,0.00013601088087046963,0.0005360428834306745,0.000584046723737899,0.0004560364829186335,0.0004240339227138171,-0.0005280422433794704,-0.000496039683174654,"[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]"
41,"Grand Falls-Windsor (CA), Newfoundland and Labrador",13611,13669,13768,13772,13718,13693,13605,13609,13743,13885,13973,14068,14124,14286,14341,14421,14384,14354,14283,14250,"Grand Falls-Windsor, Newfoundland and Labrador",48.9276687,-55.6575025,58,99,4,-54,-25,-88,4,134,142,88,95,56,162,55,80,-37,-30,-71,0.0004640371229698376,0.0007920633650692055,3.200256020481638e-05,-0.0004320345627650212,-0.0002000160012801024,-0.0007040563245059605,3.200256020481638e-05,0.001072085766861349,0.0011360908872709817,0.0007040563245059605,0.0007600608048643891,0.0004480358428674294,0.0012961036882950636,0.0004400352028162253,0.0006400512040963277,-0.0002960236818945516,-0.0002400192015361229,-0.0005680454436354909,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]"
42,"Gander (CA), Newfoundland and Labrador",11468,11548,11674,11714,11700,11770,11907,12345,12459,12713,12938,13142,13214,13310,13418,13507,13606,13631,13502,13448,"Gander, Newfoundland and Labrador",48.954408,-54.6103488,80,126,40,-14,70,137,438,114,254,225,204,72,96,108,89,99,25,-129,0.0006400512040963277,0.0010080806464517161,0.00032002560204816386,-0.00011200896071685735,0.0005600448035842868,0.0010960876870149611,0.0035042803424273944,0.000912072965837267,0.0020321625730058404,0.0018001440115209216,0.0016321305704456357,0.0005760460836866949,0.0007680614449155932,0.0008640691255300424,0.0007120569645571646,0.0007920633650692055,0.0002000160012801024,-0.0010320825666053283,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]"
43,"Corner Brook (CA), Newfoundland and Labrador",31056,30955,31048,31199,31408,31362,31340,31342,31595,31810,32009,32098,32348,32333,32397,32498,32360,32124,32037,31936,"Corner Brook, Newfoundland and Labrador",48.9489967,-57.95027260000001,-101,93,151,209,-46,-22,2,253,215,199,89,250,-15,64,101,-138,-236,-87,-0.0008080646451716138,0.000744059524761981,0.0012080966477318186,0.001672133770701656,-0.00036802944235538845,-0.00017601408112649013,1.600128010240819e-05,0.0020241619329546363,0.0017201376110088807,0.0015921273701896151,0.0007120569645571646,0.002000160012801024,-0.00012000960076806145,0.0005120409632770621,0.0008080646451716138,-0.0011040883270661652,-0.0018881510520841666,-0.0006960556844547563,"[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]"
44,"Charlottetown (CA), Prince Edward Island",59815,60049,60345,60708,61050,61454,61591,62433,63777,65292,67616,68188,68159,68692,69480,71533,74485,76649,79092,80347,"Charlottetown, Prince Edward Island",46.23824,-63.13107040000001,234,296,363,342,404,137,842,1344,1515,2324,572,-29,533,788,2053,2952,2164,2443,0.0018721497719817585,0.0023681894551564127,0.002904232338587087,0.002736218897511801,0.003232258580686455,0.0010960876870149611,0.0067365389231138495,0.010752860228818306,0.012120969677574206,0.01859348747899832,0.004576366109288743,-0.0002320185614849188,0.004264341147291783,0.006304504360348828,0.01642531402512201,0.023617889431154494,0.017313385070805664,0.019545563645091607,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
45,"Summerside (CA), Prince Edward Island",16424,16454,16478,16511,16486,16371,16473,16591,16631,16788,16858,17009,17048,16970,16909,16955,17103,17493,17831,18042,"Summerside, Prince Edward Island",46.39337769999999,-63.79023309999999,30,24,33,-25,-115,102,118,40,157,70,151,39,-78,-61,46,148,390,338,0.0002400192015361229,0.0001920153612288983,0.0002640211216897352,-0.0002000160012801024,-0.0009200736058884711,0.0008160652852228178,0.0009440755260420833,0.00032002560204816386,0.0012561004880390432,0.0005600448035842868,0.0012080966477318186,0.00031202496199695973,-0.0006240499239939195,-0.00048803904312344986,0.00036802944235538845,0.0011840947275782064,0.0031202496199695976,0.0027042163373069846,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
46,"Kentville (CA), Nova Scotia",25862,25983,26195,26382,26564,26650,26594,26673,26763,26856,26933,27010,26812,26774,26639,26754,27015,27511,27815,28196,"Kentville, Nova Scotia",45.0769115,-64.4944735,121,212,187,182,86,-56,79,90,93,77,77,-198,-38,-135,115,261,496,304,0.0009680774461956956,0.0016961356908552685,0.001496119689575166,0.0014561164893191455,0.0006880550444035523,-0.0004480358428674294,0.0006320505640451236,0.0007200576046083687,0.000744059524761981,0.0006160492839427154,0.0006160492839427154,-0.001584126730138411,-0.00030402432194575566,-0.001080086406912553,0.0009200736058884711,0.0020881670533642693,0.003968317465397232,0.0024321945755660453,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
47,"Truro (CA), Nova Scotia",45522,45791,46092,46266,46275,46226,46297,46484,46790,46802,46913,46929,46733,46463,46323,46588,46497,46629,46859,47031,"Truro, Nova Scotia",45.3657733,-63.28694069999999,269,301,174,9,-49,71,187,306,12,111,16,-196,-270,-140,265,-91,132,230,0.002152172173773902,0.002408192655412433,0.0013921113689095127,7.200576046083687e-05,-0.0003920313625090007,0.0005680454436354909,0.001496119689575166,0.0024481958556684534,9.600768061444915e-05,0.0008880710456836547,0.00012801024081926553,-0.001568125450036003,-0.002160172813825106,-0.0011200896071685736,0.0021201696135690856,-0.0007280582446595727,0.0010560844867589408,0.0018401472117769422,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]"
48,"New Glasgow (CA), Nova Scotia",37734,37550,37570,37547,37455,37172,36765,36571,36594,36621,36574,36303,35957,35661,35282,35053,34958,34863,34843,34897,"New Glasgow, Nova Scotia",45.5871702,-62.6451191,-184,20,-23,-92,-283,-407,-194,23,27,-47,-271,-346,-296,-379,-229,-95,-95,-20,-0.0014721177694215538,0.00016001280102408193,-0.00018401472117769423,-0.0007360588847107769,-0.0022641811344907593,-0.0032562605008400673,-0.0015521241699335948,0.00018401472117769423,0.0002160172813825106,-0.0003760300824065925,-0.00216817345387631,-0.002768221457716617,-0.0023681894551564127,-0.0030322425794063524,-0.0018321465717257381,-0.0007600608048643891,-0.0007600608048643891,-0.00016001280102408193,"[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]"
