,Geography,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,city_name,lat,lon,diff_2002,diff_2003,diff_2004,diff_2005,diff_2006,diff_2007,diff_2008,diff_2009,diff_2010,diff_2011,diff_2012,diff_2013,diff_2014,diff_2015,diff_2016,diff_2017,diff_2018,diff_2019,scaled_diff_2002,scaled_diff_2003,scaled_diff_2004,scaled_diff_2005,scaled_diff_2006,scaled_diff_2007,scaled_diff_2008,scaled_diff_2009,scaled_diff_2010,scaled_diff_2011,scaled_diff_2012,scaled_diff_2013,scaled_diff_2014,scaled_diff_2015,scaled_diff_2016,scaled_diff_2017,scaled_diff_2018,scaled_diff_2019,color_spec_2002,color_spec_2003,color_spec_2004,color_spec_2005,color_spec_2006,color_spec_2007,color_spec_2008,color_spec_2009,color_spec_2010,color_spec_2011,color_spec_2012,color_spec_2013,color_spec_2014,color_spec_2015,color_spec_2016,color_spec_2017,color_spec_2018,color_spec_2019
49,"Cape Breton (CA), Nova Scotia",112044,110942,110373,110397,109020,108217,106827,105817,105057,104473,103646,103122,102265,101593,100697,100359,99638,99553,101014,100711,"Cape Breton, Nova Scotia",46.2486851,-60.851817,-1102,-569,24,-1377,-803,-1390,-1010,-760,-584,-827,-524,-857,-672,-896,-338,-721,-85,1461,-0.008816705336426913,-0.004552364189135131,0.0001920153612288983,-0.01101688135050804,-0.006424513961116889,-0.011120889671173693,-0.008080646451716137,-0.006080486438915113,-0.004672373789903192,-0.0066165293223457875,-0.004192335386830947,-0.006856548523881911,-0.005376430114409153,-0.00716857348587887,-0.0027042163373069846,-0.005768461476918153,-0.0006800544043523482,0.011688935114809184,"[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]"
50,"Fredericton (CA), New Brunswick",88455,89437,90235,90978,91498,92589,93391,94586,96273,97869,99338,100362,101494,102122,102896,104387,106034,107761,109753,111024,"Fredericton, New Brunswick",45.9635895,-66.6431151,982,798,743,520,1091,802,1195,1687,1596,1469,1024,1132,628,774,1491,1647,1727,1992,0.007856628530282423,0.006384510760860869,0.005944475558044644,0.0041603328266261305,0.008728698295863669,0.006416513321065685,0.009560764861188896,0.013497079766381311,0.012769021521721737,0.011752940235218818,0.008192655412432994,0.009056724537963037,0.005024401952156173,0.006192495399631971,0.011928954316345308,0.013177054164333147,0.013817105368429474,0.01593727498199856,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
51,"Bathurst (CA), New Brunswick",34433,34050,33733,33458,33230,32998,32735,32509,32367,32235,31973,31952,31834,31675,31673,31688,31650,31597,31682,31691,"Bathurst, New Brunswick",47.6183507,-65.6513358,-383,-317,-275,-228,-232,-263,-226,-142,-132,-262,-21,-118,-159,-2,15,-38,-53,85,-0.0030642451396111687,-0.0025362028962316987,-0.0022001760140811263,-0.001824145931674534,-0.0018561484918793504,-0.0021041683334666775,-0.0018081446515721257,-0.0011360908872709817,-0.0010560844867589408,-0.0020961676934154734,-0.00016801344107528603,-0.0009440755260420833,-0.0012721017681414514,-1.600128010240819e-05,0.00012000960076806145,-0.00030402432194575566,-0.0004240339227138171,0.0006800544043523482,"[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]"
52,"Miramichi (CA), New Brunswick",30500,30250,30065,29899,29692,29328,29054,28768,28503,28383,28149,28216,28168,28132,28004,28033,27965,27894,27935,27997,"Miramichi, New Brunswick",47.0295709,-65.50590609999999,-250,-185,-166,-207,-364,-274,-286,-265,-120,-234,67,-48,-36,-128,29,-68,-71,41,-0.002000160012801024,-0.0014801184094727579,-0.00132810624849988,-0.001656132490599248,-0.002912232978638291,-0.0021921753740299223,-0.0022881830546443716,-0.0021201696135690856,-0.0009600768061444916,-0.0018721497719817585,0.0005360428834306745,-0.0003840307224577966,-0.00028802304184334746,-0.0010240819265541243,0.0002320185614849188,-0.0005440435234818785,-0.0005680454436354909,0.00032802624209936793,"[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]"
53,"Edmundston (CA), New Brunswick",25692,25581,25368,25214,24993,24438,24295,24141,24023,23973,23891,24000,23894,23895,23915,23963,23996,23960,23895,23778,"Edmundston, New Brunswick",47.3690127,-68.32667409999999,-111,-213,-154,-221,-555,-143,-154,-118,-50,-82,109,-106,1,20,48,33,-36,-65,-0.0008880710456836547,-0.0017041363309064726,-0.0012320985678854308,-0.0017681414513161053,-0.004440355228418274,-0.0011440915273221858,-0.0012320985678854308,-0.0009440755260420833,-0.0004000320025602048,-0.0006560524841987359,0.0008720697655812465,-0.0008480678454276342,8.000640051204096e-06,0.00016001280102408193,0.0003840307224577966,0.0002640211216897352,-0.00028802304184334746,-0.0005200416033282663,"[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]"
55,"Campbellton (CA), New Brunswick part, New Brunswick",15668,15372,15240,14998,14816,14592,14444,14325,14187,14105,14040,13860,13689,13538,13473,13356,13259,13126,13013,12925,"Campbellton, New Brunswick part, New Brunswick",48.007399,-66.67220569999999,-296,-132,-242,-182,-224,-148,-119,-138,-82,-65,-180,-171,-151,-65,-117,-97,-133,-113,-0.0023681894551564127,-0.0010560844867589408,-0.0019361548923913913,-0.0014561164893191455,-0.0017921433714697176,-0.0011840947275782064,-0.0009520761660932875,-0.0011040883270661652,-0.0006560524841987359,-0.0005200416033282663,-0.0014401152092167373,-0.0013681094487559004,-0.0012080966477318186,-0.0005200416033282663,-0.0009360748859908793,-0.0007760620849667974,-0.0010640851268101448,-0.0009040723257860629,"[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]"
56,"Campbellton (CA), Quebec part, Quebec",3008,3004,3012,3015,3057,3091,3148,3206,3276,3320,3327,3267,3191,3110,3036,2918,2921,2950,2966,2976,"Campbellton, Quebec part, Quebec",46.8367655,-71.2724104,-4,8,3,42,34,57,58,70,44,7,-60,-76,-81,-74,-118,3,29,16,-3.200256020481638e-05,6.400512040963277e-05,2.4001920153612287e-05,0.00033602688215057206,0.00027202176174093926,0.0004560364829186335,0.0004640371229698376,0.0005600448035842868,0.00035202816225298026,5.6004480358428674e-05,-0.0004800384030722458,-0.0006080486438915113,-0.0006480518441475318,-0.0005920473637891032,-0.0009440755260420833,2.4001920153612287e-05,0.0002320185614849188,0.00012801024081926553,"[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
57,"Matane (CA), Quebec",19203,18997,18811,18748,18672,18792,18763,18726,18575,18512,18459,18458,18325,18186,17968,17986,17923,17795,17669,17626,"Matane, Quebec",48.8445157,-67.5305758,-206,-186,-63,-76,120,-29,-37,-151,-63,-53,-1,-133,-139,-218,18,-63,-128,-126,-0.0016481318505480438,-0.001488119049523962,-0.0005040403232258581,-0.0006080486438915113,0.0009600768061444916,-0.0002320185614849188,-0.0002960236818945516,-0.0012080966477318186,-0.0005040403232258581,-0.0004240339227138171,-8.000640051204096e-06,-0.0010640851268101448,-0.0011120889671173695,-0.001744139531162493,0.00014401152092167373,-0.0005040403232258581,-0.0010240819265541243,-0.0010080806464517161,"[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]"
58,"Rimouski (CA), Quebec",51708,51642,51781,51855,51897,52039,52360,52793,53008,53482,54236,54645,54773,55108,55343,55558,55658,55785,56161,56394,"Rimouski, Quebec",48.4389803,-68.5349704,-66,139,74,42,142,321,433,215,474,754,409,128,335,235,215,100,127,376,-0.0005280422433794704,0.0011120889671173695,0.0005920473637891032,0.00033602688215057206,0.0011360908872709817,0.002568205456436515,0.0034642771421713736,0.0017201376110088807,0.003792303384270742,0.0060324825986078886,0.0032722617809424755,0.0010240819265541243,0.0026802144171533724,0.0018801504120329626,0.0017201376110088807,0.0008000640051204096,0.0010160812865029202,0.00300824065925274,"[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
59,"Rivière-du-Loup (CA), Quebec",26666,26765,27008,27249,27526,27825,28244,28449,28770,28977,29221,29169,29299,29203,29024,29004,29237,29459,29630,29737,"Rivière-du-Loup, Quebec",47.835957,-69.5359854,99,243,241,277,299,419,205,321,207,244,-52,130,-96,-179,-20,233,222,171,0.0007920633650692055,0.0019441555324425954,0.0019281542523401872,0.0022161772941835345,0.002392191375310025,0.003352268181454516,0.0016401312104968398,0.002568205456436515,0.001656132490599248,0.0019521561724937994,-0.000416033282662613,0.0010400832066565326,-0.0007680614449155932,-0.0014321145691655332,-0.00016001280102408193,0.0018641491319305544,0.0017761420913673094,0.0013681094487559004,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
60,"Baie-Comeau (CA), Quebec",30503,30169,30076,30014,29748,29494,29220,28870,28788,28640,28690,28749,28640,28463,28113,27725,27542,27179,26966,26776,"Baie-Comeau, Quebec",49.2212971,-68.1503944,-334,-93,-62,-266,-254,-274,-350,-82,-148,50,59,-109,-177,-350,-388,-183,-363,-213,-0.0026722137771021683,-0.000744059524761981,-0.000496039683174654,-0.0021281702536202897,-0.0020321625730058404,-0.0021921753740299223,-0.002800224017921434,-0.0006560524841987359,-0.0011840947275782064,0.0004000320025602048,0.00047203776302104166,-0.0008720697655812465,-0.001416113289063125,-0.002800224017921434,-0.0031042483398671895,-0.0014641171293703495,-0.002904232338587087,-0.0017041363309064726,"[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]"
61,"Alma (CA), Quebec",32758,32667,32338,32282,32112,32076,32163,32485,32746,33005,33268,33266,33218,33162,33008,32934,32911,32784,32918,33014,"Alma, Quebec",48.5504607,-71.6527704,-91,-329,-56,-170,-36,87,322,261,259,263,-2,-48,-56,-154,-74,-23,-127,134,-0.0007280582446595727,-0.0026322105768461475,-0.0004480358428674294,-0.0013601088087046964,-0.00028802304184334746,0.0006960556844547563,0.002576206096487719,0.0020881670533642693,0.0020721657732618607,0.0021041683334666775,-1.600128010240819e-05,-0.0003840307224577966,-0.0004480358428674294,-0.0012320985678854308,-0.0005920473637891032,-0.00018401472117769423,-0.0010160812865029202,0.001072085766861349,"[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]"
62,"Dolbeau-Mistassini (CA), Quebec",16654,16453,16246,16167,16189,16109,15966,15977,16017,15869,15910,15915,15863,15813,15726,15648,15518,15541,15462,15427,"Dolbeau-Mistassini, Quebec",48.881683,-72.2321138,-201,-207,-79,22,-80,-143,11,40,-148,41,5,-52,-50,-87,-78,-130,23,-79,-0.0016081286502920233,-0.001656132490599248,-0.0006320505640451236,0.00017601408112649013,-0.0006400512040963277,-0.0011440915273221858,8.800704056324506e-05,0.00032002560204816386,-0.0011840947275782064,0.00032802624209936793,4.000320025602048e-05,-0.000416033282662613,-0.0004000320025602048,-0.0006960556844547563,-0.0006240499239939195,-0.0010400832066565326,0.00018401472117769423,-0.0006320505640451236,"[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[255, 203, 202]"
63,"Sept-Îles (CA), Quebec",28114,27808,27774,27913,27936,28059,28143,28291,28385,28463,28805,28993,29184,29175,28842,28584,28325,28300,28156,28208,"Sept-Îles, Quebec",50.21329679999999,-66.37579199999999,-306,-34,139,23,123,84,148,94,78,342,188,191,-9,-333,-258,-259,-25,-144,-0.0024481958556684534,-0.00027202176174093926,0.0011120889671173695,0.00018401472117769423,0.000984078726298104,0.0006720537643011441,0.0011840947275782064,0.000752060164813185,0.0006240499239939195,0.002736218897511801,0.00150412032962637,0.0015281222497799823,-7.200576046083687e-05,-0.0026642131370509642,-0.0020641651332106567,-0.0020721657732618607,-0.0002000160012801024,-0.0011520921673733898,"[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]"
64,"Sainte-Marie (CA), Quebec",11551,11609,11574,11645,11583,11701,11963,12193,12513,12785,13024,13131,13370,13480,13613,13621,13740,13815,13615,13265,"Sainte-Marie, Quebec",46.4390284,-71.0213182,58,-35,71,-62,118,262,230,320,272,239,107,239,110,133,8,119,75,-200,0.0004640371229698376,-0.0002800224017921434,0.0005680454436354909,-0.000496039683174654,0.0009440755260420833,0.0020961676934154734,0.0018401472117769422,0.002560204816385311,0.002176174093927514,0.001912152972237779,0.0008560684854788383,0.001912152972237779,0.0008800704056324506,0.0010640851268101448,6.400512040963277e-05,0.0009520761660932875,0.0006000480038403072,-0.0016001280102408192,"[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]"
65,"Saint-Georges (CA), Quebec",28729,28971,29108,29388,29651,29915,30178,30462,30787,31084,31519,31778,31965,32210,32476,32666,32851,33259,33519,33678,"Saint-Georges, Quebec",46.1229184,-70.670352,242,137,280,263,264,263,284,325,297,435,259,187,245,266,190,185,408,260,0.0019361548923913913,0.0010960876870149611,0.002240179214337147,0.0021041683334666775,0.0021121689735178815,0.0021041683334666775,0.0022721817745419634,0.0026002080166413312,0.0023761900952076168,0.0034802784222737818,0.0020721657732618607,0.001496119689575166,0.0019601568125450037,0.0021281702536202897,0.0015201216097287782,0.0014801184094727579,0.0032642611408912714,0.0020801664133130652,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
66,"Thetford Mines (CA), Quebec",29858,29579,29241,29417,29278,29136,28947,28866,28941,28949,29077,28933,28768,28630,28479,28500,28647,28731,28697,28878,"Thetford Mines, Quebec",46.1028329,-71.3055522,-279,-338,176,-139,-142,-189,-81,75,8,128,-144,-165,-138,-151,21,147,84,-34,-0.002232178574285943,-0.0027042163373069846,0.001408112649011921,-0.0011120889671173695,-0.0011360908872709817,-0.0015121209696775742,-0.0006480518441475318,0.0006000480038403072,6.400512040963277e-05,0.0010240819265541243,-0.0011520921673733898,-0.0013201056084486758,-0.0011040883270661652,-0.0012080966477318186,0.00016801344107528603,0.001176094087527002,0.0006720537643011441,-0.00027202176174093926,"[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]"
67,"Cowansville (CA), Quebec",12314,12313,12406,12382,12378,12264,12272,12332,12360,12396,12613,12862,13105,13313,13460,13740,14047,14284,14660,15017,"Cowansville, Quebec",45.2062926,-72.7471405,-1,93,-24,-4,-114,8,60,28,36,217,249,243,208,147,280,307,237,376,-8.000640051204096e-06,0.000744059524761981,-0.0001920153612288983,-3.200256020481638e-05,-0.000912072965837267,6.400512040963277e-05,0.0004800384030722458,0.0002240179214337147,0.00028802304184334746,0.0017361388911112888,0.00199215937274982,0.0019441555324425954,0.001664133130650452,0.001176094087527002,0.002240179214337147,0.0024561964957196575,0.001896151692135371,0.00300824065925274,"[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
68,"Victoriaville (CA), Quebec",42040,42390,42847,42982,43164,43536,44264,44981,45455,46041,46819,47383,47896,48545,48841,49312,49662,50172,50462,50779,"Victoriaville, Quebec",46.0556724,-71.95895589999999,350,457,135,182,372,728,717,474,586,778,564,513,649,296,471,350,510,290,0.002800224017921434,0.003656292503400272,0.001080086406912553,0.0014561164893191455,0.002976238099047924,0.005824465957276582,0.005736458916713337,0.003792303384270742,0.0046883750700056,0.006224497959836787,0.0045123609888791105,0.004104328346267701,0.005192415393231458,0.0023681894551564127,0.0037683014641171292,0.002800224017921434,0.004080326426114089,0.002320185614849188,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
69,"Shawinigan (CA), Quebec",56991,56473,56338,56333,56258,56176,56128,55860,55471,55145,54775,54671,54610,54481,54261,54293,54265,54314,54458,54940,"Shawinigan, Quebec",46.5618559,-72.74352540000001,-518,-135,-5,-75,-82,-48,-268,-389,-326,-370,-104,-61,-129,-220,32,-28,49,144,-0.0041443315465237215,-0.001080086406912553,-4.000320025602048e-05,-0.0006000480038403072,-0.0006560524841987359,-0.0003840307224577966,-0.002144171533722698,-0.0031122489799183936,-0.0026082086566925353,-0.0029602368189455158,-0.000832066565325226,-0.00048803904312344986,-0.0010320825666053283,-0.0017601408112649013,0.00025602048163853107,-0.0002240179214337147,0.0003920313625090007,0.0011520921673733898,"[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]"
70,"Drummondville (CA), Quebec",82058,82594,83647,84569,85688,86487,87308,88621,89795,90964,92158,93060,93889,94717,95527,96594,97851,98817,99738,100821,"Drummondville, Quebec",45.8802909,-72.4842824,536,1053,922,1119,799,821,1313,1174,1169,1194,902,829,828,810,1067,1257,966,921,0.004288343067445396,0.008424673973917914,0.007376590127210177,0.008952716217297384,0.006392511400912073,0.006568525482038563,0.010504840387230978,0.009392751420113608,0.009352748219857588,0.009552764221137692,0.007216577326186095,0.006632530602448196,0.006624529962396992,0.006480518441475318,0.008536682934634771,0.01005680454436355,0.007728618289463157,0.007368589487158973,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
71,"Granby (CA), Quebec",70890,71745,72652,73534,74651,75560,76543,77479,78667,80316,81660,82450,83264,83988,84545,85430,86523,87570,88843,90459,"Granby, Quebec",45.40322889999999,-72.7340662,855,907,882,1117,909,983,936,1188,1649,1344,790,814,724,557,885,1093,1047,1273,0.0068405472437795024,0.007256580526442115,0.007056564525162013,0.008936714937194976,0.007272581806544523,0.007864629170333627,0.007488599087927034,0.009504760380830467,0.013193055444435555,0.010752860228818306,0.006320505640451236,0.006512521001680135,0.0057924633970717655,0.004456356508520682,0.0070805664453156255,0.008744699575966077,0.00837667013361069,0.010184814785182815,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
72,"Saint-Hyacinthe (CA), Quebec",54806,54973,55200,55077,55371,55377,55872,56255,56545,57116,57324,58066,58515,59060,59396,59871,60126,60293,60757,61424,"Saint-Hyacinthe, Quebec",45.6306875,-72.956339,167,227,-123,294,6,495,383,290,571,208,742,449,545,336,475,255,167,464,0.0013361068885510842,0.0018161452916233298,-0.000984078726298104,0.002352188175054004,4.8003840307224575e-05,0.003960316825346028,0.0030642451396111687,0.002320185614849188,0.004568365469237539,0.001664133130650452,0.00593647491799344,0.003592287382990639,0.004360348827906232,0.0026882150572045765,0.003800304024321946,0.0020401632130570444,0.0013361068885510842,0.0037122969837587007,"[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
73,"Sorel-Tracy (CA), Quebec",41686,41440,41479,41398,41331,41102,41307,41432,41504,41639,41784,41698,41659,41776,41705,41706,41629,41614,41738,42112,"Sorel-Tracy, Quebec",46.042825,-73.112302,-246,39,-81,-67,-229,205,125,72,135,145,-86,-39,117,-71,1,-77,-15,124,-0.001968157452596208,0.00031202496199695973,-0.0006480518441475318,-0.0005360428834306745,-0.0018321465717257381,0.0016401312104968398,0.001000080006400512,0.0005760460836866949,0.001080086406912553,0.001160092807424594,-0.0006880550444035523,-0.00031202496199695973,0.0009360748859908793,-0.0005680454436354909,8.000640051204096e-06,-0.0006160492839427154,-0.00012000960076806145,0.000992079366349308,"[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]"
74,"Joliette (CA), Quebec",40259,40825,41598,42462,43297,43639,44188,44911,45867,46824,47335,47849,48668,49271,49489,49507,50100,50741,51507,52261,"Joliette, Quebec",46.014012,-73.41779609999999,566,773,864,835,342,549,723,956,957,511,514,819,603,218,18,593,641,766,0.004528362268981519,0.006184494759580767,0.006912553004240339,0.00668053444275542,0.002736218897511801,0.004392351388111049,0.0057844627570205615,0.007648611888951116,0.00765661252900232,0.004088327066165293,0.004112328986318905,0.006552524201936155,0.00482438595087607,0.001744139531162493,0.00014401152092167373,0.0047443795503640295,0.005128410272821826,0.006128490279222337,"[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
75,"Salaberry-de-Valleyfield (CA), Quebec",39796,39850,39994,39987,39982,39888,40020,40070,40156,40190,40413,40341,40543,40637,40818,40911,41297,41651,42238,42854,"Salaberry-de-Valleyfield, Quebec",45.2500909,-74.1330862,54,144,-7,-5,-94,132,50,86,34,223,-72,202,94,181,93,386,354,587,0.0004320345627650212,0.0011520921673733898,-5.6004480358428674e-05,-4.000320025602048e-05,-0.000752060164813185,0.0010560844867589408,0.0004000320025602048,0.0006880550444035523,0.00027202176174093926,0.0017841427314185135,-0.0005760460836866949,0.0016161292903432275,0.000752060164813185,0.0014481158492679414,0.000744059524761981,0.0030882470597647814,0.00283222657812625,0.004696375710056804,"[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[255, 203, 202]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[255, 203, 202]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]","[131, 237, 131]"
